Brand,Series,Consumption,EnergyClass,Colour,Weight,Diagonal,IsSmart,Resolution,Depth,Doors,HasFreezer,Height,Volume,Width,Type,Price
Samsung,series 1,91,D,yellow,23,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,580
Philips,series 3,99,A+++,yellow,21,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,352
Panasonic,series 5,85,C,gray,23,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,535
LG,series 1,78,A,red,19,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,619
Philips,series 6,99,C,silver,21,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,327
Philips,series 5,97,C,red,21,80,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,292
Sony,series 5,91,C,silver,20,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,308
Panasonic,series 6,80,A+++,brown,23,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,605
Sony,series 6,85,A+++,silver,20,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,423
Xiaomi,series 3,92,A++,brown,23,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,540
Xiaomi,series 5,97,B,silver,20,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,318
LG,series 2,95,B,silver,19,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,584
LG,series 3,92,D,brown,21,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,657
Panasonic,series 2,97,A+,blue,21,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,547
Xiaomi,series 1,92,A++,brown,22,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,481
Panasonic,series 5,85,C,silver,20,60,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,238
Sony,series 6,78,A+++,brown,23,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,370
Philips,series 1,91,A++,silver,23,80,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,245
Samsung,series 2,91,A+++,blue,22,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,311
Samsung,series 6,91,A+++,green,22,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,691
HORIZON,series 1,92,B,gray,23,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,445
Sony,series 5,95,A+,yellow,21,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,352
Panasonic,series 2,90,D,silver,21,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,527
Samsung,series 4,92,C,blue,19,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,324
Xiaomi,series 3,85,D,green,19,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,574
HORIZON,series 3,91,A++,silver,23,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,545
Philips,series 2,91,D,green,23,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,540
Panasonic,series 4,91,A++,silver,19,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,329
Philips,series 5,92,C,blue,22,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,641
Samsung,series 3,80,B,silver,22,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,626
Panasonic,series 4,78,B,yellow,19,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,334
Samsung,series 1,92,A,yellow,20,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,593
Sony,series 5,80,A+++,gray,20,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,648
HORIZON,series 2,78,A+,blue,21,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,222
Xiaomi,series 6,78,A,brown,23,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,595
HORIZON,series 5,80,A+,silver,20,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,338
Xiaomi,series 1,99,A+,red,23,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,460
Sony,series 6,92,A++,brown,19,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,664
HORIZON,series 5,78,B,brown,19,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,554
HORIZON,series 4,91,A+++,yellow,23,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,570
LG,series 4,95,C,silver,19,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,659
Sony,series 6,85,C,silver,20,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,698
Samsung,series 6,99,C,red,22,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,666
Sony,series 5,91,D,yellow,22,80,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,281
HORIZON,series 4,91,B,blue,19,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,534
Xiaomi,series 1,92,A+,brown,21,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,217
LG,series 2,92,A,silver,19,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,614
Philips,series 6,90,B,green,20,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,618
HORIZON,series 6,90,A,red,21,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,282
Sony,series 6,85,A+++,blue,19,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,644
Xiaomi,series 3,92,A,blue,20,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,273
Philips,series 3,91,A++,blue,19,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,349
Philips,series 3,80,B,silver,19,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,669
Samsung,series 5,91,B,silver,21,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,652
Panasonic,series 5,90,D,green,23,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,305
LG,series 5,99,A++,green,19,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,709
Panasonic,series 4,92,A+,green,19,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,259
LG,series 3,90,D,red,20,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,648
Samsung,series 6,92,D,red,19,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,419
HORIZON,series 4,80,A,red,19,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,294
Xiaomi,series 1,80,B,green,22,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,226
Panasonic,series 5,97,A+,green,20,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,628
Xiaomi,series 2,85,A++,gray,20,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,238
Samsung,series 6,80,B,green,22,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,746
HORIZON,series 1,97,A+,red,23,80,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,145
Samsung,series 2,92,B,red,23,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,665
LG,series 6,91,B,red,22,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,331
Philips,series 1,85,C,red,19,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,299
Sony,series 3,85,A+++,brown,20,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,363
HORIZON,series 1,95,A++,silver,21,123,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,197
Xiaomi,series 5,85,B,red,20,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,643
Xiaomi,series 3,80,A+++,green,21,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,627
LG,series 4,90,A,gray,22,214,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,701
LG,series 1,91,D,blue,20,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,583
LG,series 3,92,A,silver,23,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,610
Sony,series 6,90,A+++,silver,21,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,617
HORIZON,series 3,90,C,blue,23,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,250
Samsung,series 6,99,D,yellow,22,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,401
LG,series 3,97,A++,green,23,108,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,610
Philips,series 6,97,A+++,silver,21,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,677
Sony,series 6,95,D,gray,19,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,654
Xiaomi,series 3,80,A+++,red,22,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,586
Xiaomi,series 3,85,A+++,blue,21,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,262
HORIZON,series 4,97,A+,brown,19,123,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,249
Samsung,series 2,78,B,green,23,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,670
HORIZON,series 1,99,A+,red,22,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,421
HORIZON,series 4,90,A+,red,21,214,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,607
HORIZON,series 2,97,A,green,23,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,220
LG,series 3,85,C,silver,23,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,315
Xiaomi,series 6,95,A++,brown,23,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,375
Sony,series 1,91,B,silver,20,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,193
Sony,series 6,92,A+++,gray,22,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,686
Sony,series 4,91,A++,silver,20,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,288
Philips,series 2,80,D,silver,19,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,239
Philips,series 3,99,A+++,brown,20,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,253
Panasonic,series 2,90,D,green,23,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,185
Sony,series 3,97,B,silver,23,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,295
Panasonic,series 6,99,A+,blue,21,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,242
Philips,series 4,78,A+++,gray,19,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,634
Philips,series 1,91,C,silver,23,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,525
Sony,series 5,91,D,red,19,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,284
Xiaomi,series 5,97,A++,silver,19,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,254
HORIZON,series 6,90,A+,blue,19,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,289
HORIZON,series 3,95,A+++,gray,20,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,183
Samsung,series 6,92,D,blue,20,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,678
Philips,series 4,99,A+,brown,20,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,603
Sony,series 1,90,B,red,20,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,598
Panasonic,series 6,85,D,brown,23,60,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,250
Xiaomi,series 1,85,D,brown,19,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,534
Samsung,series 2,80,A++,silver,20,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,663
Xiaomi,series 3,95,A+++,gray,19,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,584
Philips,series 6,85,A,yellow,22,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,346
LG,series 3,92,C,blue,20,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,643
Samsung,series 4,92,C,green,19,60,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,304
LG,series 1,91,A++,silver,22,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,586
Xiaomi,series 6,80,A,red,20,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,373
Philips,series 3,92,C,yellow,22,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,561
Samsung,series 1,80,A++,yellow,23,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,680
Philips,series 6,92,A+,yellow,23,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,655
Samsung,series 2,78,A++,gray,23,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,605
Philips,series 4,80,A+,gray,22,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,376
Xiaomi,series 2,90,A++,silver,19,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,294
LG,series 4,85,A++,green,23,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,315
LG,series 2,92,A++,gray,19,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,344
LG,series 2,80,A,silver,21,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,372
HORIZON,series 4,97,D,silver,20,123,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,228
HORIZON,series 6,95,A+++,gray,23,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,640
Panasonic,series 5,95,A,yellow,23,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,585
HORIZON,series 4,90,B,green,21,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,257
Xiaomi,series 1,99,B,gray,21,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,212
Sony,series 6,99,A+++,green,19,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,394
HORIZON,series 5,99,A++,gray,22,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,526
Samsung,series 4,85,A++,silver,22,108,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,676
Xiaomi,series 3,97,A+++,brown,23,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,595
Sony,series 2,90,C,blue,19,108,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,554
Sony,series 3,90,C,green,21,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,592
HORIZON,series 3,85,A+,green,22,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,271
Xiaomi,series 6,90,C,red,22,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,571
Panasonic,series 3,91,A+,brown,20,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,283
Philips,series 6,99,D,brown,21,108,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,322
Sony,series 3,78,D,green,21,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,562
HORIZON,series 2,91,A+++,yellow,22,123,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,231
Philips,series 1,80,A,red,20,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,593
HORIZON,series 2,91,A,silver,22,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,156
HORIZON,series 5,99,A+,silver,19,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,564
Sony,series 4,92,A+++,green,21,123,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,327
LG,series 1,92,C,silver,22,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,621
HORIZON,series 6,92,A,blue,19,123,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,594
Xiaomi,series 5,97,A++,blue,23,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,290
Philips,series 1,85,A++,yellow,22,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,276
LG,series 1,80,D,silver,22,108,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,576
LG,series 2,99,B,blue,23,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,290
Panasonic,series 3,80,A++,brown,20,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,243
Panasonic,series 1,80,B,brown,20,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,548
Philips,series 6,92,D,blue,21,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,357
Philips,series 4,97,D,silver,22,108,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,286
HORIZON,series 2,85,A,yellow,19,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,269
LG,series 2,90,A,red,22,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,361
Philips,series 2,85,A+++,yellow,22,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,581
Xiaomi,series 4,78,D,blue,23,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,540
LG,series 6,99,A+++,brown,20,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,693
HORIZON,series 1,80,A,yellow,22,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,151
Panasonic,series 1,78,A,brown,19,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,239
Sony,series 4,78,A+,red,23,80,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,300
Xiaomi,series 6,90,C,yellow,19,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,334
LG,series 1,97,C,red,21,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,532
Samsung,series 4,95,C,yellow,20,123,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,358
Sony,series 4,92,A+++,red,21,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,347
Philips,series 4,85,A+,silver,21,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,372
Xiaomi,series 4,90,C,green,23,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,250
Samsung,series 3,78,D,silver,22,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,701
Samsung,series 3,80,A+++,gray,21,123,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,387
Sony,series 1,99,A+++,silver,20,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,513
Samsung,series 4,99,B,red,23,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,610
Xiaomi,series 4,97,A+,silver,19,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,529
HORIZON,series 1,95,A+++,silver,23,123,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,200
Philips,series 5,85,B,silver,20,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,403
Samsung,series 6,78,A+++,blue,20,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,413
HORIZON,series 5,85,A,brown,22,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,546
Philips,series 2,90,A++,blue,21,123,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,612
Sony,series 2,95,A,brown,22,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,506
Philips,series 6,91,C,silver,23,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,325
LG,series 1,91,A+++,blue,23,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,550
Samsung,series 1,91,A+,yellow,23,125,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,340
LG,series 5,99,A+,silver,22,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,681
Panasonic,series 5,90,B,silver,20,108,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,578
Samsung,series 5,90,A,brown,23,60,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,640
Philips,series 2,99,A+,green,20,125,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,603
Sony,series 6,90,B,silver,20,214,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,698
Xiaomi,series 3,80,A+,red,19,60,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,539
Panasonic,series 3,80,A++,red,21,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,562
Philips,series 2,90,A+,gray,20,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,328
Panasonic,series 6,97,B,blue,23,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,555
Philips,series 1,78,D,yellow,22,60,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,221
Samsung,series 4,80,A++,silver,21,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,442
Sony,series 2,92,B,silver,23,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,565
Sony,series 5,80,A+++,red,19,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,329
Sony,series 2,90,A+++,green,19,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,559
Sony,series 2,92,B,silver,21,125,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,287
Samsung,series 5,90,D,yellow,21,123,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,387
Xiaomi,series 3,85,D,red,20,125,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,593
Xiaomi,series 6,99,A++,yellow,19,214,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,369
LG,series 5,78,A,silver,19,60,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,639
HORIZON,series 5,78,D,silver,19,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,324
LG,series 2,90,A+,yellow,19,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,629
Xiaomi,series 6,99,C,silver,19,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,569
Sony,series 6,80,A++,silver,22,80,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,341
Panasonic,series 2,90,A,blue,21,214,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,282
Philips,series 2,99,D,brown,23,108,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,540
HORIZON,series 6,99,A,blue,23,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,535
LG,series 1,97,A++,yellow,22,80,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,551
Philips,series 2,80,B,green,23,123,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,605
LG,series 4,95,B,yellow,19,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,584
Philips,series 3,92,A++,yellow,23,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,580
Xiaomi,series 5,97,A,green,22,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,321
Philips,series 3,80,A+,brown,20,123,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,638
Xiaomi,series 1,97,B,green,20,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,198
HORIZON,series 3,91,A+++,red,21,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,292
LG,series 1,90,D,silver,23,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,625
Philips,series 2,78,C,gray,21,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,327
LG,series 5,97,A+++,blue,20,60,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,318
Samsung,series 1,99,A++,silver,22,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,626
Philips,series 3,95,C,green,23,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,635
Panasonic,series 4,90,A+,brown,21,60,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,227
Xiaomi,series 6,78,A++,silver,22,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,686
Panasonic,series 3,95,D,green,22,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,271
Panasonic,series 4,80,B,silver,22,80,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,546
HORIZON,series 5,99,A,blue,21,214,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,597
Philips,series 3,95,C,silver,21,80,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,557
Philips,series 3,80,D,red,19,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,579
Sony,series 6,91,A++,blue,23,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,405
Panasonic,series 2,97,C,yellow,21,125,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,232
Xiaomi,series 3,97,A+++,brown,21,123,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,277
Sony,series 4,95,A++,green,22,60,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,256
Panasonic,series 3,95,B,yellow,20,125,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,563
Samsung,series 3,80,B,red,22,214,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,406
Sony,series 6,78,D,yellow,21,123,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,362
Philips,series 4,85,A+,blue,22,123,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,351
Philips,series 2,78,C,blue,21,214,true,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,647
Xiaomi,series 6,91,A++,brown,20,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,608
HORIZON,series 1,92,A+++,brown,20,125,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,228
Panasonic,series 6,90,B,brown,21,123,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,317
Samsung,series 2,90,B,silver,20,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,318
Panasonic,series 3,95,B,silver,21,108,false,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,222
Xiaomi,series 5,92,A++,gray,22,214,true,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,661
Xiaomi,series 3,99,A,blue,21,214,false,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,297
LG,series 2,78,A+,red,22,108,false,Full HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,321
HORIZON,series 6,85,A++,yellow,20,80,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,578
LG,series 6,80,D,silver,22,214,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,736
Xiaomi,series 1,92,B,green,21,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,547
Xiaomi,series 4,90,A,green,22,125,true,HD,NULL,NULL,NULL,NULL,NULL,NULL,Television,621
LG,series 2,80,A+,red,23,60,true,8K,NULL,NULL,NULL,NULL,NULL,NULL,Television,575
Samsung,series 1,99,A+,gray,23,80,false,4K,NULL,NULL,NULL,NULL,NULL,NULL,Television,260
